duration,protocol,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,count,srv_count,label
0.39,TCP,227,211,S0,0,1,0,47,22,BENIGN
0.41,TCP,99,203,SF,0,0,0,22,16,BENIGN
0.03,ICMP,30,502,REJ,0,1,0,31,81,BENIGN
0.42,ICMP,188,44,S0,0,0,0,29,27,BENIGN
1.63,UDP,267,318,SF,0,0,0,41,17,PortScan
2.28,TCP,14,193,REJ,0,0,0,61,81,BENIGN
0.73,TCP,154,407,S0,0,0,0,53,84,DoS
0.61,UDP,89,9,SF,0,1,0,16,2,BENIGN
0.03,ICMP,9,269,REJ,0,0,0,55,36,BENIGN
2.11,ICMP,40,244,REJ,0,0,0,89,23,BENIGN
0.01,TCP,44,551,REJ,0,0,0,17,92,BENIGN
2.9,UDP,60,338,RSTO,0,0,0,18,90,DoS
0.67,ICMP,487,636,REJ,0,0,0,37,45,Infiltration
0.42,TCP,173,654,REJ,0,0,0,60,51,DoS
2.58,ICMP,47,157,S0,0,0,1,29,76,BENIGN
0.02,ICMP,31,44,RSTO,0,0,0,91,81,BENIGN
0.87,ICMP,106,298,REJ,0,0,0,95,41,PortScan
0.8,TCP,479,620,S0,0,0,0,87,92,BENIGN
0.25,UDP,135,23,S0,0,0,0,89,11,Infiltration
0.56,UDP,52,244,SF,0,0,0,22,11,BENIGN
1.06,ICMP,155,36,SF,0,0,1,54,79,Infiltration
1.3,UDP,243,8,RSTO,0,0,0,77,26,BENIGN
0.0,ICMP,9,341,S0,1,0,0,81,29,BENIGN
2.76,TCP,296,343,REJ,0,0,0,45,26,DoS
0.18,TCP,150,275,REJ,0,0,0,52,23,PortScan
0.27,TCP,2,588,S0,0,1,0,58,75,BruteForce
0.31,ICMP,336,25,RSTO,0,0,0,3,4,DoS
0.04,UDP,373,33,REJ,0,1,1,1,74,BENIGN
0.13,TCP,297,599,RSTO,0,1,0,55,61,BENIGN
4.29,ICMP,125,209,S0,1,1,0,45,33,BENIGN
0.38,UDP,226,95,RSTO,0,1,0,57,55,BruteForce
0.12,UDP,146,402,SF,0,0,1,17,68,PortScan
0.11,UDP,361,674,RSTO,0,1,0,29,8,BENIGN
1.27,ICMP,262,350,RSTO,0,0,0,18,86,BENIGN
1.93,ICMP,25,470,REJ,0,0,0,9,21,BENIGN
0.3,ICMP,309,99,RSTO,1,0,0,90,94,BENIGN
0.02,TCP,348,102,REJ,0,0,0,88,60,BENIGN
0.25,ICMP,138,598,REJ,0,1,0,97,94,PortScan
0.06,TCP,625,286,SF,0,0,0,76,16,BENIGN
0.11,TCP,555,80,REJ,0,0,0,15,46,BENIGN
0.56,TCP,57,222,S0,0,0,0,78,66,BENIGN
0.26,ICMP,703,347,REJ,0,1,0,9,23,DoS
0.73,TCP,174,73,S0,0,0,0,31,34,BENIGN
0.29,ICMP,385,319,REJ,0,0,0,98,64,BENIGN
2.82,ICMP,504,12,S0,0,0,0,2,94,BruteForce
2.36,TCP,211,108,SF,0,0,0,54,64,DoS
0.84,TCP,152,336,RSTO,0,0,0,48,28,Infiltration
0.44,TCP,741,48,REJ,0,0,0,1,5,BENIGN
0.48,ICMP,78,75,SF,0,0,0,63,35,DoS
0.53,ICMP,89,633,SF,0,0,0,34,9,DoS
1.3,TCP,134,336,REJ,0,0,1,87,38,BENIGN
0.6,TCP,588,207,REJ,0,0,0,65,83,Botnet
1.94,UDP,838,71,S0,0,0,0,97,41,PortScan
2.88,TCP,74,125,REJ,0,0,0,11,60,BENIGN
0.41,UDP,598,256,REJ,0,0,0,9,7,BENIGN
0.82,UDP,89,50,S0,0,0,0,7,62,BENIGN
0.1,ICMP,1058,197,S0,0,1,0,46,26,BENIGN
0.22,ICMP,272,157,REJ,0,2,0,37,78,BENIGN
0.53,UDP,2,194,REJ,0,1,0,88,96,Botnet
0.23,UDP,10,33,REJ,0,0,0,49,39,BENIGN
2.09,TCP,47,33,RSTO,0,0,0,8,30,BENIGN
0.17,UDP,62,998,RSTO,0,0,0,61,74,Botnet
0.61,TCP,437,1164,SF,0,0,1,36,2,BENIGN
0.93,ICMP,75,166,SF,0,1,0,2,38,BENIGN
1.18,TCP,1043,466,REJ,0,0,0,45,69,DoS
0.48,ICMP,303,319,S0,0,1,1,6,70,PortScan
2.03,UDP,353,37,REJ,0,0,0,37,28,PortScan
0.84,UDP,73,105,REJ,0,1,0,57,15,Botnet
0.58,UDP,669,112,SF,0,0,0,76,29,BENIGN
0.07,TCP,330,271,REJ,0,0,0,19,30,BENIGN
0.62,ICMP,599,260,REJ,0,0,0,52,44,BENIGN
1.72,ICMP,940,771,SF,0,0,0,93,95,BruteForce
0.95,ICMP,40,468,SF,0,0,0,83,95,BENIGN
1.78,ICMP,30,583,S0,0,0,0,31,35,BENIGN
0.68,ICMP,487,665,S0,0,1,0,47,26,PortScan
0.13,TCP,603,484,S0,0,0,1,39,73,BruteForce
0.01,ICMP,262,121,RSTO,0,0,0,93,53,BENIGN
0.36,UDP,136,72,RSTO,0,0,0,51,53,BENIGN
1.2,ICMP,317,254,REJ,0,0,0,55,7,Botnet
1.56,UDP,109,350,S0,0,0,0,21,13,BENIGN
0.35,TCP,81,146,SF,1,0,0,99,84,BENIGN
0.68,TCP,200,565,S0,0,0,0,33,61,BENIGN
0.55,UDP,73,969,REJ,0,2,0,21,92,BENIGN
0.53,ICMP,198,252,RSTO,0,0,0,10,94,BENIGN
0.26,TCP,941,182,RSTO,0,0,0,4,41,BENIGN
0.15,TCP,549,555,REJ,0,0,0,48,91,PortScan
0.22,TCP,852,7,S0,0,0,0,57,49,BENIGN
0.06,ICMP,492,41,REJ,0,0,0,12,94,BENIGN
0.22,UDP,131,560,REJ,0,0,0,10,41,BENIGN
0.01,UDP,501,395,RSTO,0,0,0,67,24,BENIGN
0.99,ICMP,768,161,RSTO,0,0,0,8,30,DoS
0.38,TCP,881,659,RSTO,0,0,0,69,1,BENIGN
3.62,ICMP,344,129,REJ,0,0,1,22,24,BENIGN
0.22,ICMP,71,301,S0,0,0,0,35,20,BENIGN
0.42,UDP,12,301,REJ,0,0,0,87,54,BENIGN
0.44,ICMP,47,61,S0,0,0,0,4,8,BENIGN
0.01,ICMP,1010,100,S0,0,0,1,16,81,BENIGN
1.83,TCP,186,743,REJ,0,0,0,37,95,DoS
0.03,TCP,579,60,S0,0,0,0,22,68,BENIGN
2.82,UDP,187,57,S0,0,1,0,85,98,BENIGN
2.23,TCP,324,195,REJ,0,0,0,62,33,BENIGN
0.77,ICMP,7,29,RSTO,0,0,0,50,93,BENIGN
0.78,ICMP,86,675,REJ,0,0,0,60,60,BENIGN
1.06,ICMP,171,31,RSTO,0,0,0,27,83,BENIGN
0.49,UDP,298,287,S0,0,0,0,52,78,BENIGN
1.04,TCP,56,124,RSTO,0,0,0,40,89,Infiltration
0.05,ICMP,433,489,RSTO,0,1,0,72,1,BENIGN
0.06,TCP,135,267,SF,0,1,0,71,22,BENIGN
0.61,TCP,510,147,SF,0,0,0,98,4,Botnet
0.8,TCP,30,1238,RSTO,0,0,0,30,52,BENIGN
2.19,TCP,341,20,SF,0,1,0,52,99,BENIGN
0.11,UDP,104,258,RSTO,0,1,0,89,50,BENIGN
1.73,UDP,475,1368,SF,0,1,0,38,97,BENIGN
0.24,UDP,154,352,S0,0,0,0,15,16,BruteForce
0.5,ICMP,328,403,REJ,0,2,0,28,58,BENIGN
0.38,ICMP,816,9,SF,0,0,0,59,35,BENIGN
0.51,ICMP,6,6,REJ,0,1,0,40,76,BENIGN
0.16,UDP,3,11,SF,0,1,0,73,46,BENIGN
0.7,TCP,441,1438,RSTO,0,0,0,5,54,BENIGN
1.62,UDP,311,1166,SF,0,0,0,86,71,BENIGN
0.58,ICMP,104,122,SF,0,0,0,39,4,PortScan
0.67,ICMP,204,103,REJ,0,0,0,56,76,BENIGN
1.89,TCP,12,47,REJ,0,0,0,79,71,BENIGN
1.22,UDP,64,119,SF,0,0,0,35,46,BENIGN
0.67,TCP,165,138,REJ,0,0,0,91,79,BENIGN
0.3,UDP,538,413,SF,0,0,0,17,70,Botnet
2.16,ICMP,195,603,RSTO,0,1,0,19,17,BENIGN
0.86,TCP,264,411,RSTO,0,0,0,18,81,BENIGN
0.25,TCP,620,311,S0,0,0,0,74,4,BENIGN
0.31,UDP,110,435,REJ,0,1,0,2,7,BENIGN
1.63,UDP,361,402,SF,0,1,0,66,71,BENIGN
0.05,UDP,593,193,RSTO,0,0,0,49,38,PortScan
4.84,ICMP,67,122,S0,0,1,0,91,36,BENIGN
0.14,UDP,132,99,S0,0,0,0,80,56,BENIGN
1.59,ICMP,1170,341,SF,0,0,0,32,97,BENIGN
0.5,UDP,1226,960,S0,0,1,0,38,23,BruteForce
0.68,UDP,75,261,S0,0,1,0,26,92,BENIGN
2.13,ICMP,20,730,SF,0,0,0,96,28,BENIGN
0.53,UDP,94,4,S0,0,0,0,98,33,BENIGN
0.77,ICMP,152,474,S0,0,0,0,53,86,BENIGN
0.05,ICMP,174,576,SF,0,0,0,50,39,BENIGN
0.0,UDP,289,299,SF,0,0,0,72,22,PortScan
0.28,UDP,689,815,RSTO,1,0,0,94,61,BENIGN
1.14,TCP,120,267,S0,0,0,0,69,68,Botnet
0.13,UDP,569,82,RSTO,0,0,0,32,88,BENIGN
0.12,TCP,29,72,RSTO,0,0,0,72,59,BENIGN
0.53,UDP,12,243,REJ,0,2,0,22,80,BENIGN
1.04,ICMP,210,710,SF,0,0,0,47,61,BruteForce
1.25,ICMP,18,22,REJ,0,0,1,1,13,BENIGN
0.2,TCP,149,278,SF,0,0,0,75,79,BENIGN
0.08,UDP,681,440,REJ,0,0,0,38,97,BENIGN
2.82,TCP,82,36,SF,0,1,0,55,94,PortScan
0.3,UDP,367,37,S0,0,0,0,6,56,BruteForce
1.92,UDP,108,136,S0,0,1,0,84,87,Infiltration
1.99,ICMP,13,96,RSTO,0,1,0,20,59,PortScan
1.48,TCP,244,66,REJ,0,0,0,62,50,BENIGN
0.18,ICMP,540,66,RSTO,0,0,0,18,69,BENIGN
1.72,ICMP,158,42,REJ,0,1,0,82,39,PortScan
1.47,ICMP,288,283,SF,0,1,0,71,98,Infiltration
0.91,TCP,690,349,SF,0,2,0,32,41,BENIGN
0.41,UDP,467,364,REJ,0,1,0,90,69,BENIGN
0.3,UDP,64,228,REJ,0,1,0,24,59,BENIGN
0.13,TCP,396,916,S0,1,0,0,54,61,BENIGN
0.71,UDP,209,637,REJ,0,0,0,51,50,BENIGN
0.88,TCP,411,948,S0,0,0,0,12,55,BruteForce
0.45,TCP,204,147,REJ,0,0,1,90,4,BENIGN
0.65,UDP,41,630,S0,0,0,0,94,16,BENIGN
0.45,ICMP,253,431,RSTO,0,1,0,82,75,BENIGN
1.02,TCP,203,124,S0,0,0,0,68,27,PortScan
2.32,TCP,218,33,RSTO,0,1,0,34,23,BENIGN
0.18,TCP,633,344,S0,0,0,1,87,97,BENIGN
0.48,TCP,675,44,SF,0,0,0,93,87,BENIGN
0.15,UDP,181,104,S0,0,0,0,61,13,BENIGN
0.98,UDP,182,208,REJ,0,0,0,63,69,BENIGN
1.31,TCP,217,341,RSTO,0,0,1,73,96,BENIGN
2.69,ICMP,219,782,REJ,0,0,0,39,55,BENIGN
0.33,UDP,901,269,REJ,0,0,1,76,74,BENIGN
3.0,ICMP,314,333,SF,0,0,0,37,79,BENIGN
0.07,ICMP,97,111,S0,1,0,0,12,79,BENIGN
0.92,TCP,227,348,SF,0,0,0,16,60,BENIGN
0.06,UDP,296,172,S0,0,0,0,19,87,BENIGN
2.24,TCP,306,583,REJ,0,1,0,76,45,DoS
0.75,TCP,264,149,S0,0,0,1,1,58,DoS
1.11,ICMP,58,189,SF,0,0,0,65,64,Infiltration
1.78,ICMP,10,170,RSTO,0,0,0,19,34,BENIGN
0.16,ICMP,123,499,SF,0,0,0,52,4,BENIGN
0.04,TCP,167,921,SF,0,0,0,44,77,BENIGN
2.11,TCP,19,118,SF,0,0,0,44,93,DoS
0.38,TCP,506,193,RSTO,0,0,0,2,73,BENIGN
0.14,TCP,126,367,REJ,0,0,0,77,69,BENIGN
0.63,TCP,734,677,SF,0,0,0,4,12,BENIGN
0.91,TCP,50,204,SF,0,0,0,19,98,BENIGN
0.03,TCP,17,34,SF,0,0,0,45,52,BENIGN
0.32,TCP,197,137,RSTO,0,0,0,33,8,Botnet
0.03,UDP,62,239,RSTO,0,0,0,17,84,BENIGN
0.55,UDP,831,162,RSTO,0,0,0,57,16,BENIGN
2.25,UDP,3,61,REJ,0,0,0,17,88,BENIGN
4.05,UDP,159,11,S0,0,0,0,4,20,Botnet
1.01,TCP,784,348,REJ,0,0,0,8,72,BENIGN
0.18,TCP,145,1477,REJ,0,0,0,94,29,BENIGN
2.36,ICMP,29,754,REJ,0,0,0,37,19,BENIGN
0.73,ICMP,108,344,S0,0,0,0,96,52,BENIGN
0.17,UDP,206,552,SF,0,0,0,2,42,DoS
2.55,ICMP,61,88,RSTO,0,0,0,89,89,BENIGN
1.42,UDP,188,292,REJ,0,0,0,26,37,BENIGN
1.32,TCP,542,18,RSTO,0,0,0,41,67,BENIGN
1.24,TCP,618,368,RSTO,0,0,0,13,19,BruteForce
0.22,ICMP,15,1050,RSTO,0,0,0,83,52,Botnet
0.24,TCP,52,591,SF,0,0,0,24,63,BENIGN
1.17,TCP,96,229,RSTO,0,0,0,73,98,BruteForce
0.25,UDP,271,466,RSTO,0,0,0,99,7,Infiltration
0.58,ICMP,134,864,SF,0,0,0,62,55,BENIGN
1.52,TCP,557,73,RSTO,0,0,0,96,9,BENIGN
1.53,ICMP,378,472,S0,0,0,0,65,8,BENIGN
0.6,TCP,31,94,S0,0,0,0,31,83,BENIGN
1.57,UDP,293,628,REJ,0,1,1,18,72,BENIGN
1.82,TCP,35,31,S0,0,3,0,15,47,BENIGN
1.06,ICMP,88,58,S0,0,0,0,24,24,BENIGN
0.26,ICMP,58,382,S0,0,0,0,65,66,Infiltration
0.32,UDP,57,57,SF,0,0,0,15,29,BENIGN
0.38,TCP,287,51,S0,0,0,0,87,12,BruteForce
0.12,UDP,248,243,RSTO,0,0,1,51,49,PortScan
0.32,ICMP,58,540,REJ,0,2,1,20,69,PortScan
0.24,UDP,1386,93,RSTO,0,0,0,94,65,Botnet
0.61,TCP,164,551,RSTO,0,0,0,52,77,PortScan
2.39,TCP,30,495,S0,0,0,0,77,8,BENIGN
0.11,UDP,38,259,REJ,0,0,0,5,54,BENIGN
1.27,ICMP,263,312,RSTO,0,2,0,54,19,BENIGN
1.16,ICMP,1159,12,REJ,0,0,0,37,28,BENIGN
0.1,UDP,254,137,S0,0,0,0,62,10,Botnet
2.56,TCP,893,91,RSTO,0,0,0,11,49,PortScan
0.84,TCP,176,48,SF,0,0,0,42,50,PortScan
0.45,TCP,171,148,RSTO,0,1,0,6,98,BENIGN
1.41,TCP,207,131,RSTO,0,0,0,89,74,BENIGN
0.3,ICMP,358,391,REJ,1,1,0,45,18,DoS
1.18,TCP,137,273,REJ,0,0,0,57,10,BENIGN
0.04,UDP,598,732,REJ,0,0,0,39,85,PortScan
1.83,UDP,8,47,S0,0,0,0,93,66,BENIGN
0.59,UDP,173,18,REJ,0,0,0,37,9,BENIGN
1.01,UDP,214,229,S0,0,0,0,40,38,PortScan
0.25,TCP,280,0,REJ,0,0,0,58,7,DoS
1.13,ICMP,96,464,SF,0,1,0,97,3,Botnet
1.48,TCP,167,211,REJ,0,0,1,7,26,BENIGN
0.64,ICMP,198,200,S0,0,0,0,82,7,BENIGN
0.96,TCP,348,135,S0,0,0,0,40,40,BENIGN
0.61,ICMP,445,140,RSTO,0,2,0,35,89,Infiltration
2.25,UDP,401,169,REJ,0,0,0,74,99,PortScan
0.69,UDP,125,4,S0,0,0,0,87,46,BENIGN
1.84,ICMP,2251,26,RSTO,0,1,0,14,27,BENIGN
1.62,ICMP,566,210,SF,0,0,0,83,99,BENIGN
0.53,ICMP,90,48,S0,0,0,0,94,71,BruteForce
0.26,UDP,65,452,REJ,0,0,0,9,38,BENIGN
0.52,UDP,113,96,SF,0,0,0,69,20,BruteForce
1.75,TCP,180,30,S0,0,1,0,39,87,BENIGN
0.26,ICMP,570,80,REJ,0,0,0,45,93,BENIGN
0.74,ICMP,452,132,S0,0,0,0,61,53,BENIGN
1.64,ICMP,571,10,REJ,0,1,0,50,54,Infiltration
0.44,UDP,95,45,RSTO,0,0,0,96,86,BENIGN
1.03,ICMP,270,117,S0,0,0,0,40,21,BENIGN
0.28,ICMP,99,111,S0,0,1,0,28,69,BENIGN
0.12,UDP,34,483,SF,0,0,0,36,40,BENIGN
1.58,ICMP,345,555,RSTO,0,0,0,10,53,BENIGN
0.1,TCP,46,64,SF,1,0,0,61,47,BENIGN
0.32,UDP,330,39,S0,0,0,0,68,54,DoS
1.93,UDP,313,301,RSTO,0,0,0,37,74,DoS
0.43,UDP,498,489,REJ,0,0,0,92,33,BENIGN
3.61,TCP,45,994,RSTO,0,0,0,24,65,PortScan
3.9,UDP,459,2,RSTO,0,0,0,34,80,BENIGN
0.31,UDP,2169,160,REJ,0,0,0,91,83,DoS
0.04,UDP,571,397,S0,0,0,0,1,69,BENIGN
1.22,UDP,418,529,S0,0,0,0,21,23,PortScan
0.6,TCP,325,19,SF,0,0,0,71,54,DoS
0.11,ICMP,164,342,S0,0,0,0,44,3,BENIGN
1.23,ICMP,393,102,S0,0,1,0,40,46,BENIGN
0.03,UDP,386,23,REJ,0,0,1,79,50,BENIGN
2.04,TCP,299,201,SF,0,0,0,78,18,PortScan
0.15,UDP,477,51,RSTO,0,1,0,94,3,BENIGN
0.14,ICMP,178,400,SF,0,0,1,52,3,Botnet
0.19,ICMP,38,405,S0,0,0,0,1,14,BENIGN
3.23,TCP,245,553,SF,0,0,0,53,8,BENIGN
1.18,ICMP,92,142,RSTO,0,0,0,67,32,BENIGN
1.62,UDP,145,4,REJ,0,1,0,33,94,BENIGN
0.51,TCP,5,90,S0,0,0,0,11,19,PortScan
0.41,ICMP,144,189,S0,0,0,0,87,6,BENIGN
0.27,UDP,496,355,RSTO,0,0,0,41,73,BENIGN
0.66,TCP,234,144,REJ,0,0,0,89,48,BENIGN
0.8,UDP,2,230,SF,0,0,0,68,94,DoS
1.0,ICMP,190,222,RSTO,0,0,0,49,56,BENIGN
0.3,UDP,103,54,SF,0,0,0,60,70,BENIGN
2.97,TCP,194,292,REJ,0,0,0,96,61,BENIGN
0.19,UDP,155,173,REJ,0,1,1,46,48,BENIGN
3.37,ICMP,806,494,REJ,0,0,0,84,31,BENIGN
0.01,TCP,12,351,REJ,0,0,0,16,42,PortScan
0.66,TCP,345,35,SF,0,0,0,84,85,BENIGN
0.41,ICMP,571,201,RSTO,0,0,0,34,40,BENIGN
0.6,UDP,960,363,RSTO,0,0,0,24,55,BENIGN
0.85,UDP,58,27,SF,0,0,0,8,79,BENIGN
0.57,ICMP,227,471,REJ,0,0,1,68,21,BENIGN
0.54,TCP,13,75,REJ,0,0,0,30,43,BENIGN
1.32,ICMP,207,209,S0,0,1,0,53,78,BENIGN
1.16,TCP,40,846,S0,0,0,0,53,58,BENIGN
1.79,TCP,545,254,SF,0,0,0,65,38,BENIGN
0.29,UDP,36,165,RSTO,0,0,0,27,76,BENIGN
0.94,ICMP,216,2,S0,0,0,0,95,15,BENIGN
0.88,TCP,220,42,S0,0,1,0,13,61,BENIGN
0.46,UDP,1068,259,RSTO,0,0,0,86,37,BENIGN
0.67,ICMP,319,204,S0,0,0,0,7,11,BENIGN
0.38,ICMP,101,135,RSTO,0,0,0,80,94,BENIGN
0.15,TCP,82,770,SF,0,0,1,27,99,BENIGN
0.24,TCP,41,121,S0,0,0,0,36,35,BENIGN
0.11,TCP,423,231,REJ,0,0,0,67,42,BENIGN
1.15,ICMP,352,252,SF,0,0,0,56,42,PortScan
1.08,TCP,282,224,S0,0,0,0,82,52,DoS
3.01,ICMP,12,194,RSTO,0,0,1,14,28,BENIGN
1.31,UDP,431,123,SF,0,0,1,1,10,BENIGN
0.05,ICMP,308,718,S0,0,0,0,39,75,Botnet
2.16,TCP,996,179,SF,0,0,0,19,2,BENIGN
1.99,ICMP,265,225,REJ,0,0,0,67,2,PortScan
0.59,TCP,108,320,S0,0,0,0,86,81,BENIGN
0.88,UDP,144,21,S0,0,0,0,47,63,DoS
3.73,TCP,58,456,RSTO,0,0,0,51,77,BENIGN
0.76,TCP,385,215,SF,0,0,1,65,38,DoS
2.36,TCP,369,321,REJ,0,0,0,7,66,BENIGN
0.09,TCP,67,443,RSTO,0,1,0,93,57,BENIGN
0.21,TCP,51,621,S0,0,0,0,47,52,BENIGN
0.58,TCP,24,149,RSTO,0,0,0,7,90,BENIGN
0.88,UDP,729,500,RSTO,0,0,0,73,27,BENIGN
1.69,UDP,79,89,REJ,1,0,0,96,53,BENIGN
4.44,ICMP,126,323,S0,1,0,0,58,39,BENIGN
0.49,TCP,98,32,REJ,0,1,0,96,37,BENIGN
0.05,ICMP,160,6,S0,0,0,0,56,97,BENIGN
1.62,UDP,375,30,SF,0,0,0,80,57,BruteForce
0.93,UDP,613,115,SF,0,0,0,69,82,Infiltration
0.22,TCP,60,9,REJ,0,0,0,34,29,BENIGN
0.68,TCP,347,298,RSTO,0,0,0,48,68,BENIGN
1.36,ICMP,130,114,S0,0,0,0,96,94,BENIGN
1.47,UDP,1181,399,S0,0,0,0,38,38,BENIGN
0.69,ICMP,106,14,REJ,0,0,0,40,81,BENIGN
0.36,ICMP,2,73,RSTO,0,0,0,83,48,BENIGN
3.64,ICMP,217,157,RSTO,0,1,0,97,13,BENIGN
1.09,TCP,49,144,S0,0,1,0,29,84,BENIGN
0.52,UDP,13,42,SF,0,0,0,85,57,BENIGN
0.33,ICMP,359,1541,S0,0,0,0,37,5,BENIGN
1.31,UDP,395,100,SF,0,0,0,7,27,Infiltration
0.28,UDP,185,382,REJ,0,0,0,80,87,BENIGN
0.19,ICMP,338,74,RSTO,0,0,1,77,11,BENIGN
0.75,ICMP,231,630,S0,0,0,0,39,35,DoS
0.34,TCP,298,147,REJ,0,0,0,18,82,BruteForce
0.99,UDP,272,693,RSTO,0,0,0,10,53,BENIGN
0.13,ICMP,328,125,SF,1,0,0,56,67,BENIGN
1.06,ICMP,66,2,REJ,0,0,1,23,31,BENIGN
0.33,UDP,93,218,REJ,0,0,0,87,15,BENIGN
0.0,ICMP,173,223,S0,0,0,0,56,99,BENIGN
0.14,UDP,177,38,REJ,0,0,0,33,6,BENIGN
2.71,ICMP,446,80,REJ,0,0,0,45,93,BENIGN
2.02,UDP,137,459,S0,0,2,0,76,91,BENIGN
0.27,ICMP,53,11,REJ,0,1,0,84,92,DoS
1.51,ICMP,86,201,SF,0,0,0,34,3,BENIGN
0.94,TCP,72,226,S0,0,0,0,6,23,BENIGN
3.54,UDP,394,350,SF,0,1,0,10,90,PortScan
0.47,TCP,190,11,S0,0,0,0,74,27,BENIGN
1.14,ICMP,369,264,RSTO,0,0,0,67,6,BENIGN
0.07,UDP,161,0,REJ,0,0,1,38,33,BENIGN
0.5,UDP,661,92,RSTO,0,0,0,92,78,DoS
3.32,ICMP,1231,207,SF,0,1,0,79,3,BENIGN
0.77,ICMP,332,726,RSTO,0,0,0,44,19,BENIGN
0.34,ICMP,598,40,SF,0,0,0,9,19,BENIGN
0.13,ICMP,212,55,RSTO,0,0,0,68,27,PortScan
1.22,UDP,818,331,SF,0,0,0,30,50,BENIGN
1.04,TCP,534,140,REJ,0,0,0,62,37,PortScan
0.47,UDP,1440,292,RSTO,0,1,0,33,58,Botnet
3.01,UDP,292,1791,SF,0,0,0,12,42,BENIGN
0.02,UDP,453,1299,SF,0,0,0,99,48,BENIGN
0.36,UDP,234,130,RSTO,0,0,0,64,51,BruteForce
2.54,ICMP,89,210,RSTO,0,0,0,76,66,BENIGN
0.39,TCP,131,705,RSTO,0,0,0,35,45,BENIGN
0.29,UDP,673,29,REJ,1,0,0,62,14,BENIGN
0.76,UDP,17,180,REJ,0,0,0,17,49,DoS
1.74,TCP,268,142,REJ,0,0,0,97,56,BENIGN
0.11,ICMP,139,104,RSTO,0,0,0,34,28,BENIGN
2.87,UDP,146,1545,SF,0,0,0,83,58,BENIGN
1.59,ICMP,647,396,SF,0,0,0,61,10,DoS
0.2,UDP,576,147,SF,0,0,0,84,38,BENIGN
1.24,UDP,274,529,S0,0,0,0,90,28,BENIGN
0.49,TCP,95,201,RSTO,0,0,0,62,13,PortScan
0.51,TCP,193,618,SF,0,0,0,95,92,BruteForce
1.53,ICMP,157,92,RSTO,0,0,0,10,17,Botnet
3.29,UDP,130,75,RSTO,0,0,0,50,69,BENIGN
0.14,ICMP,32,85,SF,0,1,0,72,47,BENIGN
0.55,TCP,234,231,RSTO,0,0,0,52,69,BENIGN
0.66,TCP,107,103,S0,0,0,0,7,19,BENIGN
0.47,TCP,324,47,S0,0,0,1,42,98,BENIGN
0.45,TCP,115,1567,SF,0,0,0,57,39,Botnet
0.05,TCP,169,692,RSTO,0,0,0,33,64,BENIGN
1.16,ICMP,16,302,S0,0,0,0,54,95,BENIGN
0.57,ICMP,1469,666,SF,0,0,0,86,25,BENIGN
0.22,TCP,212,822,REJ,0,1,0,99,51,BENIGN
1.69,UDP,7,338,REJ,0,0,0,55,65,BENIGN
1.62,UDP,233,219,REJ,0,0,0,9,86,BENIGN
0.67,UDP,612,641,REJ,0,0,0,45,38,BENIGN
0.35,UDP,444,251,S0,0,1,0,38,93,BENIGN
1.02,UDP,362,40,SF,0,0,0,19,66,BENIGN
0.34,TCP,45,137,S0,0,0,1,96,94,PortScan
0.27,ICMP,321,177,REJ,0,0,0,98,17,BENIGN
1.31,TCP,436,821,RSTO,0,0,0,44,36,BENIGN
0.04,UDP,254,322,REJ,0,0,0,62,52,BENIGN
0.1,UDP,669,624,RSTO,0,0,0,13,14,BENIGN
0.01,ICMP,97,425,SF,0,0,1,86,17,DoS
0.17,TCP,83,111,S0,0,0,0,35,28,BENIGN
0.07,ICMP,611,380,RSTO,0,1,0,49,6,BENIGN
5.47,UDP,294,65,REJ,0,0,0,41,9,PortScan
0.34,UDP,0,157,S0,1,1,0,55,11,BENIGN
0.16,ICMP,130,492,RSTO,0,0,0,79,72,BENIGN
0.28,UDP,585,283,SF,0,0,0,15,47,BENIGN
2.75,TCP,8,523,RSTO,0,0,0,96,52,BENIGN
0.73,UDP,0,88,RSTO,0,1,0,14,23,BENIGN
0.45,UDP,99,415,SF,0,0,0,94,70,BENIGN
2.07,TCP,736,67,S0,0,0,0,59,85,DoS
0.5,UDP,695,236,SF,0,0,0,46,81,BENIGN
0.41,ICMP,219,170,S0,0,0,0,78,39,BENIGN
0.23,ICMP,241,243,S0,0,0,0,28,75,BENIGN
0.47,UDP,121,43,S0,0,0,0,59,5,BENIGN
0.38,TCP,83,134,RSTO,0,0,0,99,95,BENIGN
1.13,TCP,506,329,REJ,0,0,0,38,80,BENIGN
0.34,ICMP,33,245,REJ,0,0,0,40,76,BENIGN
0.86,UDP,200,238,RSTO,0,0,0,51,30,BENIGN
0.07,TCP,301,214,S0,0,1,0,98,25,BENIGN
0.21,TCP,32,864,SF,0,0,0,69,76,BENIGN
0.52,ICMP,219,818,SF,0,0,0,88,67,BENIGN
2.76,ICMP,258,133,REJ,0,0,0,9,81,BENIGN
0.47,TCP,407,130,S0,0,1,0,11,53,BENIGN
1.09,ICMP,80,242,RSTO,0,0,0,20,68,BENIGN
0.29,TCP,104,30,RSTO,0,0,0,34,70,BENIGN
0.14,UDP,252,108,REJ,0,0,0,69,50,DoS
0.06,ICMP,1224,78,S0,0,0,0,33,15,BENIGN
0.36,ICMP,73,75,SF,0,0,0,28,32,DoS
0.17,UDP,1278,305,SF,0,0,0,53,85,BENIGN
